organisation_code,measure,value
DSTL,B22,0.52
DSTL,B23,0.65
DSTL,B24,0.6
DSTL,B25,0.83
DSTL,B26,0.88
DSTL,B27,0.72
DSTL,B28,0.82
DSTL,B29,0.69
DSTL,B30,0.72
DSTL,B31,0.86
DSTL,B32,0.62
DSTL,B33,0.61
DSTL,B34,0.73
DSTL,B35,0.29
DSTL,B36,0.43
DSTL,B37,0.2
DSTL,B38,0.61
DSTL,B39,0.62
DSTL,B40,0.61
DSTL,B41,0.55
DSTL,B42,0.33
DSTL,B43,0.34
DSTL,B44,0.68
DSTL,B45,0.38
DSTL,B46,0.61
DSTL,B47,0.73
DSTL,B48,0.69
DSTL,B49,0.57
DSTL,B50,0.55
DSTL,B51,0.49
DSTL,B52,0.52
DSTL,B53,0.32
DSTL,B54,0.91
DSTL,B55,0.79
DSTL,B56,0.8
DSTL,B57,0.73
DSTL,B58,0.79
DSTL,B59,0.62
DSTL,B60,0.72
DSTL,C01_1,0.05
DSTL,C01_2,0.09
DSTL,C01_3,0.34
DSTL,C01_4,0.53
DSTL,D01,0.95
DSTL,D02,0.62
DSTL,D03,0.77
DSTL,E01_YES,0.11
DSTL,E03_YES,0.09
DSTL,E05,0.44
DSTL,E06_A,0.18
DSTL,E06_B,0.35
DSTL,E06_C,0.67
DSTL,E06_D,0.39
DSTL,W01,0.57
DSTL,W02,0.63
DSTL,W03,0.54
DSTL,W04,0.45
DSTL,J04B,0.69
DSTL,W05,0.71
DSTL,W07,0.07
DSTL,W08,0.75
MOD,B01,0.91
MOD,B02,0.83
MOD,B03,0.79
MOD,B04,0.65
MOD,B05,0.79
MOD,B06,0.8
MOD,B07,0.85
MOD,B08,0.71
MOD,B09,0.83
MOD,B10,0.82
MOD,B11,0.65
MOD,B12,0.77
MOD,B13,0.8
MOD,B14,0.65
MOD,B15,0.63
MOD,B16,0.7
MOD,B17,0.45
MOD,B18,0.84
MOD,B19,0.83
MOD,B20,0.78
MOD,B21,0.69
MOD,B22,0.5
MOD,B23,0.59
MOD,B24,0.55
MOD,B25,0.83
MOD,B26,0.86
MOD,B27,0.72
MOD,B28,0.77
MOD,B29,0.69
MOD,B30,0.79
MOD,B31,0.88
MOD,B32,0.66
MOD,B33,0.64
MOD,B34,0.7
MOD,B35,0.43
MOD,B36,0.47
MOD,B37,0.37
MOD,B38,0.61
MOD,B39,0.59
MOD,B40,0.49
MOD,B41,0.51
MOD,B42,0.3
MOD,B43,0.28
MOD,B44,0.6
MOD,B45,0.36
MOD,B46,0.49
MOD,B47,0.73
MOD,B48,0.64
MOD,B49,0.65
MOD,B50,0.57
MOD,B51,0.52
MOD,B52,0.41
MOD,B53,0.3
MOD,B54,0.91
MOD,B55,0.73
MOD,B56,0.72
MOD,B57,0.76
MOD,B58,0.8
MOD,B59,0.48
MOD,B60,0.66
MOD,C01_1,0.04
MOD,C01_2,0.08
MOD,C01_3,0.23
MOD,C01_4,0.65
MOD,D01,0.89
MOD,D02,0.67
MOD,D03,0.68
MOD,E01_YES,0.09
MOD,E03_YES,0.08
MOD,E05,0.42
MOD,E06_A,0.15
MOD,E06_B,0.38
MOD,E06_C,0.57
MOD,E06_D,0.36
MOD,W01,0.62
MOD,W02,0.68
MOD,W03,0.6
MOD,W04,0.51
MOD,J04B,0.75
MOD,W05,0.75
MOD,W07,0.05
MOD,W08,0.73
SDA,B01,0.94
SDA,B02,0.87
SDA,B03,0.81
SDA,B04,0.7
SDA,B05,0.88
SDA,B06,0.84
SDA,B07,0.85
SDA,B08,0.77
SDA,B09,0.91
SDA,B10,0.89
SDA,B11,0.69
SDA,B12,0.84
SDA,B13,0.85
SDA,B14,0.7
SDA,B15,0.68
SDA,B16,0.72
SDA,B17,0.36
SDA,B18,0.86
SDA,B19,0.83
SDA,B20,0.77
SDA,B21,0.66
SDA,B22,0.5
SDA,B23,0.58
SDA,B24,0.52
SDA,B25,0.88
SDA,B26,0.9
SDA,B27,0.75
SDA,B28,0.81
SDA,B29,0.65
SDA,B30,0.78
SDA,B31,0.87
SDA,B32,0.65
SDA,B33,0.62
SDA,B34,0.73
SDA,B35,0.42
SDA,B36,0.5
SDA,B37,0.29
SDA,B38,0.74
SDA,B39,0.7
SDA,B40,0.62
SDA,B41,0.63
SDA,B42,0.36
SDA,B43,0.38
SDA,B44,0.73
SDA,B45,0.42
SDA,B46,0.63
SDA,B47,0.66
SDA,B48,0.63
SDA,B49,0.47
SDA,B50,0.54
SDA,B51,0.53
SDA,B52,0.6
SDA,B53,0.37
SDA,B54,0.93
SDA,B55,0.78
SDA,B56,0.81
SDA,B57,0.8
SDA,B58,0.83
SDA,B59,0.51
SDA,B60,0.78
SDA,C01_1,0.05
SDA,C01_2,0.13
SDA,C01_3,0.4
SDA,C01_4,0.41
SDA,D01,0.91
SDA,D02,0.59
SDA,D03,0.76
SDA,E01_YES,0.08
SDA,E03_YES,0.09
SDA,E05,0.48
SDA,E06_A,0.18
SDA,E06_B,0.45
SDA,E06_C,0.52
SDA,E06_D,0.29
SDA,W01,0.61
SDA,W02,0.66
SDA,W03,0.59
SDA,W04,0.49
SDA,J04B,0.73
SDA,W05,0.73
SDA,W07,0.05
SDA,W08,0.78
UKHO,B01,0.93
UKHO,B02,0.84
UKHO,B03,0.81
UKHO,B04,0.68
UKHO,B05,0.89
UKHO,B06,0.82
UKHO,B07,0.84
UKHO,B08,0.71
UKHO,B09,0.9
UKHO,B10,0.87
UKHO,B11,0.69
UKHO,B12,0.79
UKHO,B13,0.81
UKHO,B14,0.65
UKHO,B15,0.6
UKHO,B16,0.7
UKHO,B17,0.4
UKHO,B18,0.91
UKHO,B19,0.89
UKHO,B20,0.84
UKHO,B21,0.7
UKHO,B22,0.53
UKHO,B23,0.47
UKHO,B24,0.55
UKHO,B25,0.86
UKHO,B26,0.88
UKHO,B27,0.73
UKHO,B28,0.83
UKHO,B29,0.77
UKHO,B30,0.77
UKHO,B31,0.88
UKHO,B32,0.8
UKHO,B33,0.71
UKHO,B34,0.82
UKHO,B35,0.34
UKHO,B36,0.55
UKHO,B37,0.3
UKHO,B38,0.71
UKHO,B39,0.62
UKHO,B40,0.55
UKHO,B41,0.55
UKHO,B42,0.48
UKHO,B43,0.5
UKHO,B44,0.74
UKHO,B45,0.47
UKHO,B46,0.64
UKHO,B47,0.79
UKHO,B48,0.75
UKHO,B49,0.61
UKHO,B50,0.61
UKHO,B51,0.57
UKHO,B52,0.5
UKHO,B53,0.36
UKHO,B54,0.94
UKHO,B55,0.79
UKHO,B56,0.78
UKHO,B57,0.69
UKHO,B58,0.85
UKHO,B59,0.57
UKHO,B60,0.71
UKHO,C01_1,0.04
UKHO,C01_2,0.07
UKHO,C01_3,0.32
UKHO,C01_4,0.57
UKHO,D01,0.91
UKHO,D02,0.66
UKHO,D03,0.78
UKHO,E01_YES,0.08
UKHO,E03_YES,0.08
UKHO,E05,0.33
UKHO,E06_A,0.18
UKHO,E06_B,0.45
UKHO,E06_C,0.57
UKHO,E06_D,0.26
UKHO,W01,0.62
UKHO,W02,0.66
UKHO,W03,0.6
UKHO,W04,0.49
UKHO,J04B,0.71
UKHO,W05,0.75
UKHO,W07,0.05
UKHO,W08,0.76
DCMS,B01,0.92
DCMS,B02,0.85
DCMS,B03,0.81
DCMS,B04,0.66
DCMS,B05,0.85
DCMS,B06,0.75
DCMS,B07,0.81
DCMS,B08,0.81
DCMS,B09,0.9
DCMS,B10,0.92
DCMS,B11,0.66
DCMS,B12,0.86
DCMS,B13,0.86
DCMS,B14,0.71
DCMS,B15,0.71
DCMS,B16,0.73
DCMS,B17,0.37
DCMS,B18,0.91
DCMS,B19,0.89
DCMS,B20,0.85
DCMS,B21,0.63
DCMS,B22,0.52
DCMS,B23,0.65
DCMS,B24,0.51
DCMS,B25,0.88
DCMS,B26,0.93
DCMS,B27,0.81
DCMS,B28,0.82
DCMS,B29,0.74
DCMS,B30,0.73
DCMS,B31,0.9
DCMS,B32,0.79
DCMS,B33,0.56
DCMS,B34,0.64
DCMS,B35,0.4
DCMS,B36,0.44
DCMS,B37,0.3
DCMS,B38,0.83
DCMS,B39,0.75
DCMS,B40,0.62
DCMS,B41,0.72
DCMS,B42,0.49
DCMS,B43,0.47
DCMS,B44,0.77
DCMS,B45,0.51
DCMS,B46,0.62
DCMS,B47,0.79
DCMS,B48,0.8
DCMS,B49,0.57
DCMS,B50,0.64
DCMS,B51,0.6
DCMS,B52,0.7
DCMS,B53,0.46
DCMS,B54,0.92
DCMS,B55,0.8
DCMS,B56,0.77
DCMS,B57,0.72
DCMS,B58,0.82
DCMS,B59,0.64
DCMS,B60,0.82
DCMS,C01_1,0.07
DCMS,C01_2,0.19
DCMS,C01_3,0.48
DCMS,C01_4,0.26
DCMS,D01,0.94
DCMS,D02,0.58
DCMS,D03,0.77
DCMS,E01_YES,0.07
DCMS,E03_YES,0.07
DCMS,E05,0.34
DCMS,E06_A,0.15
DCMS,E06_B,0.48
DCMS,E06_C,0.66
DCMS,E06_D,0.38
DCMS,W01,0.58
DCMS,W02,0.66
DCMS,W03,0.56
DCMS,W04,0.35
DCMS,J04B,0.69
DCMS,W05,0.73
DCMS,W07,0.05
DCMS,W08,0.82
TNA,B01,0.95
TNA,B02,0.83
TNA,B03,0.85
TNA,B04,0.73
TNA,B05,0.88
TNA,B06,0.91
TNA,B07,0.91
TNA,B08,0.77
TNA,B09,0.92
TNA,B10,0.9
TNA,B11,0.75
TNA,B12,0.83
TNA,B13,0.87
TNA,B14,0.76
TNA,B15,0.72
TNA,B16,0.78
TNA,B17,0.46
TNA,B18,0.86
TNA,B19,0.87
TNA,B20,0.84
TNA,B21,0.75
TNA,B22,0.6
TNA,B23,0.49
TNA,B24,0.61
TNA,B25,0.9
TNA,B26,0.92
TNA,B27,0.79
TNA,B28,0.88
TNA,B29,0.79
TNA,B30,0.82
TNA,B31,0.94
TNA,B32,0.82
TNA,B33,0.7
TNA,B34,0.78
TNA,B35,0.3
TNA,B36,0.45
TNA,B37,0.24
TNA,B38,0.79
TNA,B39,0.78
TNA,B40,0.75
TNA,B41,0.74
TNA,B42,0.59
TNA,B43,0.53
TNA,B44,0.85
TNA,B45,0.58
TNA,B46,0.66
TNA,B47,0.86
TNA,B48,0.78
TNA,B49,0.68
TNA,B50,0.69
TNA,B51,0.67
TNA,B52,0.59
TNA,B53,0.33
TNA,B54,0.93
TNA,B55,0.82
TNA,B56,0.75
TNA,B57,0.74
TNA,B58,0.86
TNA,B59,0.57
TNA,B60,0.82
TNA,C01_1,0.02
TNA,C01_2,0.1
TNA,C01_3,0.41
TNA,C01_4,0.46
TNA,D01,0.96
TNA,D02,0.73
TNA,D03,0.88
TNA,E01_YES,0.04
TNA,E03_YES,0.04
TNA,E05,0.57
TNA,E06_A,0.21
TNA,E06_B,0.5
TNA,E06_C,0.57
TNA,E06_D,0.25
TNA,W01,0.51
TNA,W02,0.63
TNA,W03,0.49
TNA,W04,0.32
TNA,J04B,0.66
TNA,W05,0.75
TNA,W07,0.07
TNA,W08,0.78
DFE,B01,0.91
DFE,B02,0.85
DFE,B03,0.81
DFE,B04,0.69
DFE,B05,0.86
DFE,B06,0.82
DFE,B07,0.85
DFE,B08,0.8
DFE,B09,0.92
DFE,B10,0.9
DFE,B11,0.71
DFE,B12,0.85
DFE,B13,0.87
DFE,B14,0.79
DFE,B15,0.72
DFE,B16,0.78
DFE,B17,0.46
DFE,B18,0.91
DFE,B19,0.89
DFE,B20,0.86
DFE,B21,0.68
DFE,B22,0.59
DFE,B23,0.67
DFE,B24,0.56
DFE,B25,0.88
DFE,B26,0.91
DFE,B27,0.8
DFE,B28,0.85
DFE,B29,0.77
DFE,B30,0.76
DFE,B31,0.89
DFE,B32,0.82
DFE,B33,0.64
DFE,B34,0.71
DFE,B35,0.54
DFE,B36,0.57
DFE,B37,0.47
DFE,B38,0.85
DFE,B39,0.76
DFE,B40,0.63
DFE,B41,0.7
DFE,B42,0.5
DFE,B43,0.45
DFE,B44,0.79
DFE,B45,0.51
DFE,B46,0.61
DFE,B47,0.7
DFE,B48,0.78
DFE,B49,0.6
DFE,B50,0.65
DFE,B51,0.62
DFE,B52,0.67
DFE,B53,0.51
DFE,B54,0.92
DFE,B55,0.78
DFE,B56,0.76
DFE,B57,0.73
DFE,B58,0.87
DFE,B59,0.79
DFE,B60,0.83
DFE,C01_1,0.04
DFE,C01_2,0.11
DFE,C01_3,0.37
DFE,C01_4,0.49
DFE,D01,0.95
DFE,D02,0.67
DFE,D03,0.79
DFE,E01_YES,0.08
DFE,E03_YES,0.07
DFE,E05,0.4
DFE,E06_A,0.15
DFE,E06_B,0.46
DFE,E06_C,0.58
DFE,E06_D,0.27
DFE,W01,0.59
DFE,W02,0.67
DFE,W03,0.56
DFE,W04,0.4
DFE,J04B,0.67
DFE,W05,0.69
DFE,W07,0.05
DFE,W08,0.84
APHA,B01,0.9
APHA,B02,0.82
APHA,B03,0.74
APHA,B04,0.5
APHA,B05,0.74
APHA,B06,0.78
APHA,B07,0.84
APHA,B08,0.65
APHA,B09,0.86
APHA,B10,0.81
APHA,B11,0.63
APHA,B12,0.71
APHA,B13,0.78
APHA,B14,0.68
APHA,B15,0.59
APHA,B16,0.66
APHA,B17,0.36
APHA,B18,0.83
APHA,B19,0.79
APHA,B20,0.69
APHA,B21,0.63
APHA,B22,0.44
APHA,B23,0.44
APHA,B24,0.43
APHA,B25,0.78
APHA,B26,0.84
APHA,B27,0.64
APHA,B28,0.74
APHA,B29,0.64
APHA,B30,0.74
APHA,B31,0.87
APHA,B32,0.61
APHA,B33,0.56
APHA,B34,0.68
APHA,B35,0.25
APHA,B36,0.39
APHA,B37,0.22
APHA,B38,0.58
APHA,B39,0.53
APHA,B40,0.42
APHA,B41,0.45
APHA,B42,0.27
APHA,B43,0.22
APHA,B44,0.55
APHA,B45,0.31
APHA,B46,0.44
APHA,B47,0.56
APHA,B48,0.5
APHA,B49,0.46
APHA,B50,0.45
APHA,B51,0.42
APHA,B52,0.39
APHA,B53,0.26
APHA,B54,0.88
APHA,B55,0.64
APHA,B56,0.67
APHA,B57,0.63
APHA,B58,0.71
APHA,B59,0.59
APHA,B60,0.63
APHA,C01_1,0.08
APHA,C01_2,0.12
APHA,C01_3,0.3
APHA,C01_4,0.5
APHA,D01,0.96
APHA,D02,0.71
APHA,D03,0.68
APHA,E01_YES,0.1
APHA,E03_YES,0.12
APHA,E05,0.38
APHA,E06_A,0.14
APHA,E06_B,0.32
APHA,E06_C,0.61
APHA,E06_D,0.3
APHA,W01,0.53
APHA,W02,0.6
APHA,W03,0.51
APHA,W04,0.44
APHA,J04B,0.64
APHA,W05,0.7
APHA,W07,0.06
APHA,W08,0.71
CEFAS,B01,0.93
CEFAS,B02,0.85
CEFAS,B03,0.83
CEFAS,B04,0.64
CEFAS,B05,0.85
CEFAS,B06,0.77
CEFAS,B07,0.79
CEFAS,B08,0.71
CEFAS,B09,0.9
CEFAS,B10,0.87
CEFAS,B11,0.63
CEFAS,B12,0.78
CEFAS,B13,0.8
CEFAS,B14,0.7
CEFAS,B15,0.67
CEFAS,B16,0.69
CEFAS,B17,0.44
CEFAS,B18,0.83
CEFAS,B19,0.84
CEFAS,B20,0.83
CEFAS,B21,0.68
CEFAS,B22,0.52
CEFAS,B23,0.54
CEFAS,B24,0.61
CEFAS,B25,0.79
CEFAS,B26,0.85
CEFAS,B27,0.69
CEFAS,B28,0.77
CEFAS,B29,0.75
CEFAS,B30,0.79
CEFAS,B31,0.89
CEFAS,B32,0.79
CEFAS,B33,0.61
CEFAS,B34,0.68
CEFAS,B35,0.27
CEFAS,B36,0.42
CEFAS,B37,0.19
CEFAS,B38,0.67
CEFAS,B39,0.6
CEFAS,B40,0.56
CEFAS,B41,0.56
CEFAS,B42,0.43
CEFAS,B43,0.39
CEFAS,B44,0.67
CEFAS,B45,0.43
CEFAS,B46,0.48
CEFAS,B47,0.73
CEFAS,B48,0.64
CEFAS,B49,0.57
CEFAS,B50,0.54
CEFAS,B51,0.51
CEFAS,B52,0.52
CEFAS,B53,0.35
CEFAS,B54,0.94
CEFAS,B55,0.72
CEFAS,B56,0.75
CEFAS,B57,0.68
CEFAS,B58,0.75
CEFAS,B59,0.56
CEFAS,B60,0.72
CEFAS,C01_1,0.05
CEFAS,C01_2,0.1
CEFAS,C01_3,0.35
CEFAS,C01_4,0.5
CEFAS,D01,0.95
CEFAS,D02,0.7
CEFAS,D03,0.76
CEFAS,E01_YES,0.11
CEFAS,E03_YES,0.1
CEFAS,E05,0.33
CEFAS,E06_A,0.17
CEFAS,E06_B,0.28
CEFAS,E06_C,0.67
CEFAS,E06_D,0.17
CEFAS,W01,0.59
CEFAS,W02,0.66
CEFAS,W03,0.59
CEFAS,W04,0.44
CEFAS,J04B,0.7
CEFAS,W05,0.75
CEFAS,W07,0.04
CEFAS,W08,0.78
DEFRA,B01,0.9
DEFRA,B02,0.84
DEFRA,B03,0.76
DEFRA,B04,0.62
DEFRA,B05,0.85
DEFRA,B06,0.78
DEFRA,B07,0.82
DEFRA,B08,0.74
DEFRA,B09,0.9
DEFRA,B10,0.89
DEFRA,B11,0.64
DEFRA,B12,0.82
DEFRA,B13,0.85
DEFRA,B14,0.68
DEFRA,B15,0.66
DEFRA,B16,0.72
DEFRA,B17,0.37
DEFRA,B18,0.89
DEFRA,B19,0.87
DEFRA,B20,0.81
DEFRA,B21,0.6
DEFRA,B22,0.48
DEFRA,B23,0.6
DEFRA,B24,0.48
DEFRA,B25,0.87
DEFRA,B26,0.91
DEFRA,B27,0.76
DEFRA,B28,0.81
DEFRA,B29,0.68
DEFRA,B30,0.72
DEFRA,B31,0.88
DEFRA,B32,0.66
DEFRA,B33,0.54
DEFRA,B34,0.66
DEFRA,B35,0.44
DEFRA,B36,0.49
DEFRA,B37,0.34
DEFRA,B38,0.76
DEFRA,B39,0.69
DEFRA,B40,0.54
DEFRA,B41,0.63
DEFRA,B42,0.38
DEFRA,B43,0.35
DEFRA,B44,0.73
DEFRA,B45,0.43
DEFRA,B46,0.57
DEFRA,B47,0.7
DEFRA,B48,0.69
DEFRA,B49,0.52
DEFRA,B50,0.55
DEFRA,B51,0.52
DEFRA,B52,0.54
DEFRA,B53,0.34
DEFRA,B54,0.91
DEFRA,B55,0.76
DEFRA,B56,0.73
DEFRA,B57,0.72
DEFRA,B58,0.82
DEFRA,B59,0.72
DEFRA,B60,0.77
DEFRA,C01_1,0.05
DEFRA,C01_2,0.14
DEFRA,C01_3,0.4
DEFRA,C01_4,0.4
DEFRA,D01,0.96
DEFRA,D02,0.64
DEFRA,D03,0.78
DEFRA,E01_YES,0.07
DEFRA,E03_YES,0.07
DEFRA,E05,0.39
DEFRA,E06_A,0.16
DEFRA,E06_B,0.47
DEFRA,E06_C,0.62
DEFRA,E06_D,0.28
DEFRA,W01,0.55
DEFRA,W02,0.64
DEFRA,W03,0.52
DEFRA,W04,0.38
DEFRA,J04B,0.66
DEFRA,W05,0.7
DEFRA,W07,0.06
DEFRA,W08,0.82
RPA,B01,0.84
RPA,B02,0.81
RPA,B03,0.74
RPA,B04,0.48
RPA,B05,0.67
RPA,B06,0.83
RPA,B07,0.87
RPA,B08,0.76
RPA,B09,0.89
RPA,B10,0.82
RPA,B11,0.72
RPA,B12,0.81
RPA,B13,0.85
RPA,B14,0.73
RPA,B15,0.68
RPA,B16,0.73
RPA,B17,0.46
RPA,B18,0.89
RPA,B19,0.82
RPA,B20,0.71
RPA,B21,0.61
RPA,B22,0.43
RPA,B23,0.47
RPA,B24,0.36
RPA,B25,0.83
RPA,B26,0.89
RPA,B27,0.69
RPA,B28,0.79
RPA,B29,0.67
RPA,B30,0.79
RPA,B31,0.87
RPA,B32,0.66
RPA,B33,0.73
RPA,B34,0.82
RPA,B35,0.39
RPA,B36,0.43
RPA,B37,0.38
RPA,B38,0.7
RPA,B39,0.65
RPA,B40,0.64
RPA,B41,0.58
RPA,B42,0.44
RPA,B43,0.4
RPA,B44,0.68
RPA,B45,0.37
RPA,B46,0.49
RPA,B47,0.49
RPA,B48,0.55
RPA,B49,0.44
RPA,B50,0.49
RPA,B51,0.5
RPA,B52,0.46
RPA,B53,0.3
RPA,B54,0.91
RPA,B55,0.63
RPA,B56,0.72
RPA,B57,0.69
RPA,B58,0.79
RPA,B59,0.64
RPA,B60,0.72
RPA,C01_1,0.06
RPA,C01_2,0.12
RPA,C01_3,0.23
RPA,C01_4,0.59
RPA,D01,0.9
RPA,D02,0.74
RPA,D03,0.78
RPA,E01_YES,0.07
RPA,E03_YES,0.06
RPA,E05,0.43
RPA,E06_A,0.17
RPA,E06_B,0.44
RPA,E06_C,0.61
RPA,E06_D,0.27
RPA,W01,0.58
RPA,W02,0.64
RPA,W03,0.56
RPA,W04,0.44
RPA,J04B,0.68
RPA,W05,0.69
RPA,W07,0.05
RPA,W08,0.76
VMD,B01,0.95
VMD,B02,0.9
VMD,B03,0.87
VMD,B04,0.77
VMD,B05,0.88
VMD,B06,0.93
VMD,B07,0.94
VMD,B08,0.69
VMD,B09,0.91
VMD,B10,0.91
VMD,B11,0.75
VMD,B12,0.83
VMD,B13,0.79
VMD,B14,0.64
VMD,B15,0.68
VMD,B16,0.73
VMD,B17,0.48
VMD,B18,0.91
VMD,B19,0.89
VMD,B20,0.84
VMD,B21,0.78
VMD,B22,0.56
VMD,B23,0.54
VMD,B24,0.56
VMD,B25,0.87
VMD,B26,0.92
VMD,B27,0.75
VMD,B28,0.82
VMD,B29,0.82
VMD,B30,0.83
VMD,B31,0.94
VMD,B32,0.91
VMD,B33,0.63
VMD,B34,0.76
VMD,B35,0.35
VMD,B36,0.44
VMD,B37,0.29
VMD,B38,0.8
VMD,B39,0.82
VMD,B40,0.79
VMD,B41,0.85
VMD,B42,0.67
VMD,B43,0.67
VMD,B44,0.83
VMD,B45,0.51
VMD,B46,0.65
VMD,B47,0.79
VMD,B48,0.75
VMD,B49,0.64
VMD,B50,0.69
VMD,B51,0.71
VMD,B52,0.66
VMD,B53,0.38
VMD,B54,0.95
VMD,B55,0.71
VMD,B56,0.84
VMD,B57,0.62
VMD,B58,0.8
VMD,B59,0.61
VMD,B60,0.83
VMD,C01_1,0.06
VMD,C01_2,0.09
VMD,C01_3,0.38
VMD,C01_4,0.48
VMD,D01,0.94
VMD,D02,0.7
VMD,D03,0.82
VMD,E01_YES,0.04
VMD,E03_YES,0.06
VMD,E05,0.14
VMD,E06_A,0
VMD,E06_B,0.29
VMD,E06_C,0.43
VMD,E06_D,0
VMD,W01,0.65
VMD,W02,0.68
VMD,W03,0.59
VMD,W04,0.42
VMD,J04B,0.71
VMD,W05,0.74
VMD,W07,0.02
VMD,W08,0.8
ESTYN,B01,0.94
ESTYN,B02,0.87
ESTYN,B03,0.84
ESTYN,B04,0.69
ESTYN,B05,0.88
ESTYN,B06,0.89
ESTYN,B07,0.89
ESTYN,B08,0.79
ESTYN,B09,0.94
ESTYN,B10,0.95
ESTYN,B11,0.84
ESTYN,B12,0.84
ESTYN,B13,0.91
ESTYN,B14,0.85
ESTYN,B15,0.82
ESTYN,B16,0.87
ESTYN,B17,0.44
ESTYN,B18,0.82
ESTYN,B19,0.84
ESTYN,B20,0.86
ESTYN,B21,0.72
ESTYN,B22,0.67
ESTYN,B23,0.4
ESTYN,B24,0.58
ESTYN,B25,0.83
ESTYN,B26,0.91
ESTYN,B27,0.78
ESTYN,B28,0.84
ESTYN,B29,0.82
ESTYN,B30,0.88
ESTYN,B31,0.98
ESTYN,B32,0.93
ESTYN,B33,0.78
ESTYN,B34,0.84
ESTYN,B35,0.6
ESTYN,B36,0.63
ESTYN,B37,0.58
ESTYN,B38,0.78
ESTYN,B39,0.8
ESTYN,B40,0.74
ESTYN,B41,0.78
ESTYN,B42,0.66
ESTYN,B43,0.63
ESTYN,B44,0.89
ESTYN,B45,0.75
ESTYN,B46,0.71
ESTYN,B47,0.81
ESTYN,B48,0.82
ESTYN,B49,0.76
ESTYN,B50,0.8
ESTYN,B51,0.76
ESTYN,B52,0.69
ESTYN,B53,0.59
ESTYN,B54,0.92
ESTYN,B55,0.78
ESTYN,B56,0.81
ESTYN,B57,0.65
ESTYN,B58,0.81
ESTYN,B59,0.76
ESTYN,B60,0.79
ESTYN,C01_1,0.02
ESTYN,C01_2,0.13
ESTYN,C01_3,0.34
ESTYN,C01_4,0.52
ESTYN,D01,0.98
ESTYN,D02,0.86
ESTYN,D03,0.85
ESTYN,E01_YES,0.07
ESTYN,E03_YES,0.09
ESTYN,E05,0.33
ESTYN,E06_A,0.13
ESTYN,E06_B,0.22
ESTYN,E06_C,0.78
ESTYN,E06_D,0.33
ESTYN,W01,0.73
ESTYN,W02,0.78
ESTYN,W03,0.69
ESTYN,W04,0.56
ESTYN,J04B,0.78
ESTYN,W05,0.74
ESTYN,W07,0.05
ESTYN,W08,0.83
FSA,B01,0.93
FSA,B02,0.87
FSA,B03,0.82
FSA,B04,0.68
FSA,B05,0.8
FSA,B06,0.86
FSA,B07,0.88
FSA,B08,0.76
FSA,B09,0.88
FSA,B10,0.86
FSA,B11,0.74
FSA,B12,0.8
FSA,B13,0.85
FSA,B14,0.78
FSA,B15,0.71
FSA,B16,0.76
FSA,B17,0.46
FSA,B18,0.87
FSA,B19,0.84
FSA,B20,0.8
FSA,B21,0.74
FSA,B22,0.6
FSA,B23,0.59
FSA,B24,0.55
FSA,B25,0.84
FSA,B26,0.87
FSA,B27,0.75
FSA,B28,0.83
FSA,B29,0.78
FSA,B30,0.81
FSA,B31,0.93
FSA,B32,0.87
FSA,B33,0.69
FSA,B34,0.75
FSA,B35,0.46
FSA,B36,0.55
FSA,B37,0.37
FSA,B38,0.75
FSA,B39,0.73
FSA,B40,0.69
FSA,B41,0.67
FSA,B42,0.53
FSA,B43,0.5
FSA,B44,0.77
FSA,B45,0.52
FSA,B46,0.58
FSA,B47,0.76
FSA,B48,0.74
FSA,B49,0.59
FSA,B50,0.66
FSA,B51,0.64
FSA,B52,0.66
FSA,B53,0.51
FSA,B54,0.93
FSA,B55,0.73
FSA,B56,0.73
FSA,B57,0.7
FSA,B58,0.85
FSA,B59,0.68
FSA,B60,0.77
FSA,C01_1,0.06
FSA,C01_2,0.09
FSA,C01_3,0.29
FSA,C01_4,0.56
FSA,D01,0.95
FSA,D02,0.77
FSA,D03,0.79
FSA,E01_YES,0.09
FSA,E03_YES,0.12
FSA,E05,0.4
FSA,E06_A,0.24
FSA,E06_B,0.41
FSA,E06_C,0.61
FSA,E06_D,0.2
FSA,W01,0.62
FSA,W02,0.7
FSA,W03,0.59
FSA,W04,0.44
FSA,J04B,0.71
FSA,W05,0.72
FSA,W07,0.05
FSA,W08,0.75
WPEA,B01,0.94
WPEA,B02,0.83
WPEA,B03,0.85
WPEA,B04,0.68
WPEA,B05,0.85
WPEA,B06,0.9
WPEA,B07,0.93
WPEA,B08,0.71
WPEA,B09,0.89
WPEA,B10,0.91
WPEA,B11,0.79
WPEA,B12,0.77
WPEA,B13,0.89
WPEA,B14,0.71
WPEA,B15,0.74
WPEA,B16,0.72
WPEA,B17,0.34
WPEA,B18,0.92
WPEA,B19,0.89
WPEA,B20,0.86
WPEA,B21,0.74
WPEA,B22,0.59
WPEA,B23,0.23
WPEA,B24,0.49
WPEA,B25,0.84
WPEA,B26,0.89
WPEA,B27,0.77
WPEA,B28,0.86
WPEA,B29,0.82
WPEA,B30,0.84
WPEA,B31,0.92
WPEA,B32,0.79
WPEA,B33,0.75
WPEA,B34,0.79
WPEA,B35,0.24
WPEA,B36,0.34
WPEA,B37,0.24
WPEA,B38,0.73
WPEA,B39,0.79
WPEA,B40,0.71
WPEA,B41,0.7
WPEA,B42,0.57
WPEA,B43,0.54
WPEA,B44,0.77
WPEA,B45,0.66
WPEA,B46,0.62
